arquivo,ano,mes,intensidade_media,mediana,desvio,percentual_valido,threshold_crescimento,pixels_nulos,pixels_outliers,total_pixels
Camboriu_2017_11.tif,2017,11,7.57,1.0,13.39,29.7,14.27,1361,0,1936
Camboriu_2017_09.tif,2017,9,7.1,2.0,12.12,31.15,13.16,1333,0,1936
Camboriu_2018_03.tif,2018,3,6.54,2.0,10.3,27.12,11.69,1411,0,1936
Camboriu_2017_12.tif,2017,12,7.62,3.0,11.38,29.13,13.31,1372,0,1936
Camboriu_2018_02.tif,2018,2,7.83,2.0,13.61,28.46,14.63,1385,0,1936
Camboriu_2018_01.tif,2018,1,8.98,2.0,15.58,27.48,16.77,1404,0,1936
Camboriu_2018_05.tif,2018,5,7.13,2.0,12.9,31.51,13.58,1326,0,1936
Camboriu_2018_04.tif,2018,4,7.82,1.0,14.01,28.82,14.83,1378,0,1936
Camboriu_2018_06.tif,2018,6,7.22,1.0,12.81,27.32,13.62,1407,0,1936
Camboriu_2018_07.tif,2018,7,8.23,2.0,13.07,28.36,14.77,1387,0,1936
Camboriu_2018_08.tif,2018,8,8.63,2.0,14.89,28.05,16.07,1393,0,1936
Camboriu_2018_10.tif,2018,10,7.6,3.0,11.1,31.77,13.15,1321,0,1936
Camboriu_2018_09.tif,2018,9,8.29,2.0,16.2,28.72,16.39,1380,0,1936
Camboriu_2018_11.tif,2018,11,7.8,2.0,12.79,27.01,14.19,1413,0,1936
Camboriu_2019_01.tif,2019,1,8.04,2.0,13.43,28.15,14.76,1391,0,1936
Camboriu_2018_12.tif,2018,12,7.77,2.0,13.91,30.94,14.72,1337,0,1936
Camboriu_2019_02.tif,2019,2,7.31,2.0,12.13,29.6,13.37,1363,0,1936
Camboriu_2019_03.tif,2019,3,7.01,2.0,10.45,30.79,12.23,1340,0,1936
Camboriu_2019_05.tif,2019,5,7.4,2.0,13.8,34.04,14.31,1277,0,1936
Camboriu_2019_04.tif,2019,4,7.45,2.0,13.6,34.25,14.24,1273,0,1936
Camboriu_2019_06.tif,2019,6,7.62,2.0,13.26,30.63,14.25,1343,0,1936
Camboriu_2019_07.tif,2019,7,8.25,2.0,14.96,30.84,15.74,1339,0,1936
Camboriu_2019_08.tif,2019,8,7.5,2.0,12.25,30.32,13.63,1349,0,1936
Camboriu_2019_09.tif,2019,9,7.49,2.0,13.01,30.79,14.0,1340,0,1936
Camboriu_2019_11.tif,2019,11,7.11,2.0,12.4,30.53,13.31,1345,0,1936
Camboriu_2019_10.tif,2019,10,6.34,2.0,10.54,36.78,11.61,1224,0,1936
Camboriu_2019_12.tif,2019,12,6.82,2.0,10.9,35.07,12.27,1257,0,1936
Camboriu_2020_01.tif,2020,1,6.1,2.0,11.13,37.29,11.66,1214,0,1936
Camboriu_2020_02.tif,2020,2,6.1,2.0,10.49,34.97,11.34,1259,0,1936
Camboriu_2020_03.tif,2020,3,6.79,2.0,10.69,31.97,12.13,1317,0,1936
Camboriu_2020_04.tif,2020,4,8.32,2.0,14.83,30.11,15.74,1353,0,1936
Camboriu_2020_05.tif,2020,5,8.4,2.0,14.33,29.29,15.56,1369,0,1936
Camboriu_2020_06.tif,2020,6,7.44,2.0,12.32,27.01,13.6,1413,0,1936
Camboriu_2020_07.tif,2020,7,8.19,2.0,13.54,25.21,14.96,1448,0,1936
Camboriu_2020_08.tif,2020,8,9.7,2.0,15.25,25.46,17.33,1443,0,1936
Camboriu_2020_09.tif,2020,9,5.74,3.0,6.31,38.17,8.9,1197,0,1936
Camboriu_2020_10.tif,2020,10,7.26,2.0,12.11,31.61,13.32,1324,0,1936
Camboriu_2020_11.tif,2020,11,8.22,2.0,13.78,29.49,15.11,1365,0,1936
Camboriu_2020_12.tif,2020,12,7.56,2.0,12.17,31.4,13.65,1328,0,1936
Camboriu_2021_01.tif,2021,1,7.61,2.0,12.92,31.61,14.07,1324,0,1936
Camboriu_2021_02.tif,2021,2,8.54,2.0,14.29,28.0,15.69,1394,0,1936
Camboriu_2021_04.tif,2021,4,7.98,2.0,12.92,28.72,14.44,1380,0,1936
Camboriu_2021_03.tif,2021,3,7.08,2.0,11.81,32.33,12.98,1310,0,1936
Camboriu_2021_05.tif,2021,5,8.75,2.0,15.18,29.55,16.34,1364,0,1936
Camboriu_2021_06.tif,2021,6,8.86,2.0,15.74,28.05,16.73,1393,0,1936
Camboriu_2021_08.tif,2021,8,6.04,2.0,9.37,31.51,10.72,1326,0,1936
Camboriu_2021_07.tif,2021,7,9.44,2.0,16.24,27.53,17.56,1403,0,1936
Camboriu_2021_09.tif,2021,9,8.49,2.0,13.76,28.77,15.37,1379,0,1936
Camboriu_2021_10.tif,2021,10,7.74,2.0,13.23,32.39,14.35,1309,0,1936
Camboriu_2022_01.tif,2022,1,8.11,2.0,13.91,31.97,15.06,1317,0,1936
Camboriu_2021_11.tif,2021,11,7.06,2.0,10.95,31.15,12.54,1333,0,1936
Camboriu_2021_12.tif,2021,12,8.21,2.0,14.95,34.56,15.69,1267,0,1936
Camboriu_2022_02.tif,2022,2,7.44,2.0,13.2,35.33,14.04,1252,0,1936
Camboriu_2022_04.tif,2022,4,6.68,2.0,13.81,42.46,13.58,1114,0,1936
Camboriu_2022_03.tif,2022,3,6.08,2.0,10.76,42.77,11.47,1108,0,1936
Camboriu_2022_05.tif,2022,5,7.7,2.0,14.51,38.38,14.96,1193,0,1936
Camboriu_2022_06.tif,2022,6,7.85,2.0,14.75,37.96,15.23,1201,0,1936
Camboriu_2022_07.tif,2022,7,6.4,2.0,11.72,39.51,12.26,1171,0,1936
Camboriu_2022_08.tif,2022,8,6.74,2.0,12.76,41.48,13.12,1133,0,1936
Camboriu_2022_09.tif,2022,9,6.56,2.0,12.68,46.07,12.9,1044,0,1936
Camboriu_2022_10.tif,2022,10,6.78,2.0,11.84,41.63,12.7,1130,0,1936
Camboriu_2022_12.tif,2022,12,7.59,2.0,14.39,39.77,14.79,1166,0,1936
Camboriu_2022_11.tif,2022,11,8.37,2.0,15.44,38.07,16.09,1199,0,1936
Camboriu_2023_01.tif,2023,1,7.94,2.0,13.94,37.35,14.91,1213,0,1936
Camboriu_2023_02.tif,2023,2,7.77,2.0,14.71,38.43,15.12,1192,0,1936
Camboriu_2023_03.tif,2023,3,6.81,2.0,12.1,40.55,12.86,1151,0,1936
Camboriu_2023_04.tif,2023,4,7.4,2.0,14.56,46.75,14.68,1031,0,1936
Camboriu_2023_05.tif,2023,5,8.1,2.0,15.34,41.43,15.77,1134,0,1936
Camboriu_2023_06.tif,2023,6,8.48,2.0,16.61,40.03,16.79,1161,0,1936
Camboriu_2023_07.tif,2023,7,7.92,2.0,15.24,42.92,15.54,1105,0,1936
Camboriu_2023_08.tif,2023,8,6.69,2.0,10.55,42.51,11.97,1113,0,1936
Camboriu_2023_09.tif,2023,9,8.06,2.5,14.19,38.53,15.15,1190,0,1936
Camboriu_2023_11.tif,2023,11,6.28,2.0,11.96,51.7,12.26,935,0,1936
Camboriu_2023_10.tif,2023,10,14.18,12.0,18.77,19.16,23.56,1565,2,1936
Camboriu_2023_12.tif,2023,12,7.21,2.0,12.41,40.08,13.41,1160,0,1936
Camboriu_2024_01.tif,2024,1,6.25,2.0,10.78,42.67,11.64,1110,0,1936
Camboriu_2024_02.tif,2024,2,6.62,2.0,12.38,48.19,12.81,1003,0,1936
Camboriu_2024_03.tif,2024,3,7.73,2.0,13.93,44.99,14.7,1065,0,1936
Camboriu_2024_04.tif,2024,4,7.63,2.0,12.92,42.72,14.09,1109,0,1936
Camboriu_2024_05.tif,2024,5,7.36,2.0,13.28,40.6,14.0,1150,0,1936
Camboriu_2024_06.tif,2024,6,8.28,2.0,14.74,38.95,15.65,1182,0,1936
Camboriu_2024_07.tif,2024,7,8.27,2.0,15.17,34.66,15.86,1265,0,1936
Camboriu_2024_08.tif,2024,8,7.03,2.0,11.97,39.26,13.01,1176,0,1936
Camboriu_2024_09.tif,2024,9,6.69,2.0,14.06,42.92,13.72,1105,1,1936
Camboriu_2024_10.tif,2024,10,6.21,2.0,10.77,51.34,11.59,942,0,1936
Camboriu_2024_11.tif,2024,11,6.55,2.0,10.59,52.38,11.84,922,0,1936
Camboriu_2024_12.tif,2024,12,10.73,3.0,19.02,34.56,20.24,1267,0,1936
Camboriu_2014_01.tif,2014,1,7.88,2.0,13.32,23.3,14.53,1485,0,1936
Camboriu_2014_02.tif,2014,2,7.97,2.0,13.06,25.26,14.49,1447,0,1936
Camboriu_2014_03.tif,2014,3,7.28,2.0,12.74,27.94,13.65,1395,0,1936
Camboriu_2014_04.tif,2014,4,7.33,2.0,13.13,28.41,13.89,1386,0,1936
Camboriu_2014_05.tif,2014,5,7.3,2.0,12.47,25.15,13.54,1449,0,1936
Camboriu_2014_06.tif,2014,6,8.82,2.0,15.12,20.66,16.38,1536,0,1936
Camboriu_2014_07.tif,2014,7,8.42,2.0,13.64,21.28,15.24,1524,0,1936
Camboriu_2014_08.tif,2014,8,9.28,2.0,15.48,22.11,17.02,1508,0,1936
Camboriu_2014_09.tif,2014,9,7.06,2.0,13.01,28.77,13.57,1379,0,1936
Camboriu_2014_10.tif,2014,10,5.0,1.0,9.05,39.15,9.52,1178,0,1936
Camboriu_2014_11.tif,2014,11,8.11,2.0,14.31,26.91,15.26,1415,0,1936
Camboriu_2014_12.tif,2014,12,6.78,2.0,12.11,31.56,12.84,1325,0,1936
Camboriu_2015_02.tif,2015,2,7.6,2.0,12.57,26.24,13.88,1428,0,1936
Camboriu_2015_01.tif,2015,1,7.57,2.0,13.28,27.38,14.21,1406,0,1936
Camboriu_2015_03.tif,2015,3,7.34,2.0,12.41,29.13,13.54,1372,0,1936
Camboriu_2015_04.tif,2015,4,7.3,2.0,13.83,30.58,14.22,1344,0,1936
Camboriu_2015_05.tif,2015,5,7.07,1.0,13.49,31.46,13.81,1327,0,1936
Camboriu_2015_06.tif,2015,6,7.76,1.0,14.86,26.19,15.18,1429,0,1936
Camboriu_2015_07.tif,2015,7,8.02,1.0,14.83,28.77,15.43,1379,0,1936
Camboriu_2015_08.tif,2015,8,8.02,2.0,14.15,22.31,15.09,1504,0,1936
Camboriu_2015_10.tif,2015,10,5.77,4.0,4.89,36.78,8.22,1224,0,1936
Camboriu_2015_09.tif,2015,9,7.18,2.0,12.2,26.55,13.28,1422,0,1936
Camboriu_2015_11.tif,2015,11,5.82,2.0,9.4,22.21,10.52,1506,0,1936
Camboriu_2015_12.tif,2015,12,6.19,3.0,8.48,31.56,10.43,1325,0,1936
Camboriu_2016_01.tif,2016,1,8.04,2.0,12.6,22.47,14.34,1501,0,1936
Camboriu_2016_02.tif,2016,2,6.57,2.0,9.5,27.69,11.33,1400,0,1936
Camboriu_2016_03.tif,2016,3,6.95,1.0,12.05,28.36,12.98,1387,0,1936
Camboriu_2016_04.tif,2016,4,6.94,2.0,12.21,28.2,13.05,1390,0,1936
Camboriu_2016_05.tif,2016,5,7.08,1.0,13.67,28.98,13.92,1375,0,1936
Camboriu_2016_06.tif,2016,6,9.08,2.0,16.24,21.64,17.2,1517,0,1936
Camboriu_2016_07.tif,2016,7,9.36,2.0,16.3,20.97,17.51,1530,0,1936
Camboriu_2016_08.tif,2016,8,10.21,3.0,16.46,18.08,18.44,1586,0,1936
Camboriu_2016_09.tif,2016,9,8.59,2.0,14.2,22.93,15.69,1492,0,1936
Camboriu_2016_10.tif,2016,10,5.84,1.0,11.01,34.87,11.35,1261,0,1936
Camboriu_2016_11.tif,2016,11,5.59,2.0,8.26,36.88,9.71,1222,0,1936
Camboriu_2016_12.tif,2016,12,6.57,1.0,11.58,30.89,12.35,1338,0,1936
Camboriu_2017_01.tif,2017,1,7.89,2.0,13.64,26.39,14.72,1425,0,1936
Camboriu_2017_02.tif,2017,2,6.99,2.0,12.3,28.87,13.14,1377,0,1936
Camboriu_2017_03.tif,2017,3,7.48,2.0,11.47,23.55,13.21,1480,0,1936
Camboriu_2017_04.tif,2017,4,7.2,1.0,12.71,28.31,13.56,1388,0,1936
Camboriu_2017_05.tif,2017,5,7.04,2.0,11.23,25.31,12.66,1446,0,1936
Camboriu_2017_06.tif,2017,6,7.66,1.0,13.99,25.93,14.65,1434,0,1936
Camboriu_2017_07.tif,2017,7,8.4,2.0,13.54,25.72,15.17,1438,0,1936
Camboriu_2017_08.tif,2017,8,8.89,2.0,14.18,23.35,15.98,1484,0,1936
Camboriu_2017_09.tif,2017,9,7.1,2.0,12.12,31.15,13.16,1333,0,1936
Camboriu_2017_10.tif,2017,10,7.86,2.0,14.0,26.5,14.86,1423,0,1936
Camboriu_2017_11.tif,2017,11,7.57,1.0,13.39,29.7,14.27,1361,0,1936
Camboriu_2017_12.tif,2017,12,7.62,3.0,11.38,29.13,13.31,1372,0,1936
Camboriu_2018_01.tif,2018,1,8.98,2.0,15.58,27.48,16.77,1404,0,1936
Camboriu_2018_02.tif,2018,2,7.83,2.0,13.61,28.46,14.63,1385,0,1936
Camboriu_2018_03.tif,2018,3,6.54,2.0,10.3,27.12,11.69,1411,0,1936
Camboriu_2018_04.tif,2018,4,7.82,1.0,14.01,28.82,14.83,1378,0,1936
Camboriu_2018_05.tif,2018,5,7.13,2.0,12.9,31.51,13.58,1326,0,1936
Camboriu_2018_06.tif,2018,6,7.22,1.0,12.81,27.32,13.62,1407,0,1936
Camboriu_2018_07.tif,2018,7,8.23,2.0,13.07,28.36,14.77,1387,0,1936
Camboriu_2018_08.tif,2018,8,8.63,2.0,14.89,28.05,16.07,1393,0,1936
Camboriu_2018_09.tif,2018,9,8.29,2.0,16.2,28.72,16.39,1380,0,1936
Camboriu_2018_11.tif,2018,11,7.8,2.0,12.79,27.01,14.19,1413,0,1936
Camboriu_2018_10.tif,2018,10,7.6,3.0,11.1,31.77,13.15,1321,0,1936
Camboriu_2018_12.tif,2018,12,7.77,2.0,13.91,30.94,14.72,1337,0,1936
Camboriu_2019_01.tif,2019,1,8.04,2.0,13.43,28.15,14.76,1391,0,1936
Camboriu_2019_02.tif,2019,2,7.31,2.0,12.13,29.6,13.37,1363,0,1936
Camboriu_2019_03.tif,2019,3,7.01,2.0,10.45,30.79,12.23,1340,0,1936
Camboriu_2019_04.tif,2019,4,7.45,2.0,13.6,34.25,14.24,1273,0,1936
Camboriu_2019_05.tif,2019,5,7.4,2.0,13.8,34.04,14.31,1277,0,1936
Camboriu_2019_06.tif,2019,6,7.62,2.0,13.26,30.63,14.25,1343,0,1936
Camboriu_2019_07.tif,2019,7,8.25,2.0,14.96,30.84,15.74,1339,0,1936
Camboriu_2019_08.tif,2019,8,7.5,2.0,12.25,30.32,13.63,1349,0,1936
Camboriu_2019_09.tif,2019,9,7.49,2.0,13.01,30.79,14.0,1340,0,1936
Camboriu_2019_10.tif,2019,10,6.34,2.0,10.54,36.78,11.61,1224,0,1936
Camboriu_2019_11.tif,2019,11,7.11,2.0,12.4,30.53,13.31,1345,0,1936
Camboriu_2019_12.tif,2019,12,6.82,2.0,10.9,35.07,12.27,1257,0,1936
Camboriu_2020_01.tif,2020,1,6.1,2.0,11.13,37.29,11.66,1214,0,1936
Camboriu_2020_02.tif,2020,2,6.1,2.0,10.49,34.97,11.34,1259,0,1936
Camboriu_2020_03.tif,2020,3,6.79,2.0,10.69,31.97,12.13,1317,0,1936
Camboriu_2020_05.tif,2020,5,8.4,2.0,14.33,29.29,15.56,1369,0,1936
Camboriu_2020_04.tif,2020,4,8.32,2.0,14.83,30.11,15.74,1353,0,1936
Camboriu_2020_06.tif,2020,6,7.44,2.0,12.32,27.01,13.6,1413,0,1936
Camboriu_2020_07.tif,2020,7,8.19,2.0,13.54,25.21,14.96,1448,0,1936
Camboriu_2020_08.tif,2020,8,9.7,2.0,15.25,25.46,17.33,1443,0,1936
Camboriu_2020_09.tif,2020,9,5.74,3.0,6.31,38.17,8.9,1197,0,1936
Camboriu_2020_10.tif,2020,10,7.26,2.0,12.11,31.61,13.32,1324,0,1936
Camboriu_2020_11.tif,2020,11,8.22,2.0,13.78,29.49,15.11,1365,0,1936
Camboriu_2020_12.tif,2020,12,7.56,2.0,12.17,31.4,13.65,1328,0,1936
Camboriu_2021_01.tif,2021,1,7.61,2.0,12.92,31.61,14.07,1324,0,1936
Camboriu_2021_02.tif,2021,2,8.54,2.0,14.29,28.0,15.69,1394,0,1936
Camboriu_2021_03.tif,2021,3,7.08,2.0,11.81,32.33,12.98,1310,0,1936
Camboriu_2021_04.tif,2021,4,7.98,2.0,12.92,28.72,14.44,1380,0,1936
Camboriu_2021_05.tif,2021,5,8.75,2.0,15.18,29.55,16.34,1364,0,1936
Camboriu_2021_06.tif,2021,6,8.86,2.0,15.74,28.05,16.73,1393,0,1936
Camboriu_2021_07.tif,2021,7,9.44,2.0,16.24,27.53,17.56,1403,0,1936
Camboriu_2021_08.tif,2021,8,6.04,2.0,9.37,31.51,10.72,1326,0,1936
Camboriu_2021_10.tif,2021,10,7.74,2.0,13.23,32.39,14.35,1309,0,1936
Camboriu_2021_09.tif,2021,9,8.49,2.0,13.76,28.77,15.37,1379,0,1936
Camboriu_2021_11.tif,2021,11,7.06,2.0,10.95,31.15,12.54,1333,0,1936
Camboriu_2021_12.tif,2021,12,8.21,2.0,14.95,34.56,15.69,1267,0,1936
Camboriu_2022_02.tif,2022,2,7.44,2.0,13.2,35.33,14.04,1252,0,1936
Camboriu_2022_01.tif,2022,1,8.11,2.0,13.91,31.97,15.06,1317,0,1936
Camboriu_2022_03.tif,2022,3,6.08,2.0,10.76,42.77,11.47,1108,0,1936
Camboriu_2022_04.tif,2022,4,6.68,2.0,13.81,42.46,13.58,1114,0,1936
Camboriu_2022_05.tif,2022,5,7.7,2.0,14.51,38.38,14.96,1193,0,1936
Camboriu_2022_06.tif,2022,6,7.85,2.0,14.75,37.96,15.23,1201,0,1936
Camboriu_2022_07.tif,2022,7,6.4,2.0,11.72,39.51,12.26,1171,0,1936
Camboriu_2022_08.tif,2022,8,6.74,2.0,12.76,41.48,13.12,1133,0,1936
Camboriu_2022_10.tif,2022,10,6.78,2.0,11.84,41.63,12.7,1130,0,1936
Camboriu_2022_09.tif,2022,9,6.56,2.0,12.68,46.07,12.9,1044,0,1936
Camboriu_2022_11.tif,2022,11,8.37,2.0,15.44,38.07,16.09,1199,0,1936
Camboriu_2022_12.tif,2022,12,7.59,2.0,14.39,39.77,14.79,1166,0,1936
Camboriu_2023_01.tif,2023,1,7.94,2.0,13.94,37.35,14.91,1213,0,1936
Camboriu_2023_02.tif,2023,2,7.77,2.0,14.71,38.43,15.12,1192,0,1936
Camboriu_2023_03.tif,2023,3,6.81,2.0,12.1,40.55,12.86,1151,0,1936
Camboriu_2023_04.tif,2023,4,7.4,2.0,14.56,46.75,14.68,1031,0,1936
Camboriu_2023_06.tif,2023,6,8.48,2.0,16.61,40.03,16.79,1161,0,1936
Camboriu_2023_05.tif,2023,5,8.1,2.0,15.34,41.43,15.77,1134,0,1936
Camboriu_2023_07.tif,2023,7,7.92,2.0,15.24,42.92,15.54,1105,0,1936
Camboriu_2023_08.tif,2023,8,6.69,2.0,10.55,42.51,11.97,1113,0,1936
Camboriu_2023_09.tif,2023,9,8.06,2.5,14.19,38.53,15.15,1190,0,1936
Camboriu_2023_10.tif,2023,10,14.18,12.0,18.77,19.16,23.56,1565,2,1936
Camboriu_2023_11.tif,2023,11,6.28,2.0,11.96,51.7,12.26,935,0,1936
Camboriu_2024_01.tif,2024,1,6.25,2.0,10.78,42.67,11.64,1110,0,1936
Camboriu_2023_12.tif,2023,12,7.21,2.0,12.41,40.08,13.41,1160,0,1936
Camboriu_2024_02.tif,2024,2,6.62,2.0,12.38,48.19,12.81,1003,0,1936
Camboriu_2024_03.tif,2024,3,7.73,2.0,13.93,44.99,14.7,1065,0,1936
Camboriu_2024_04.tif,2024,4,7.63,2.0,12.92,42.72,14.09,1109,0,1936
Camboriu_2024_05.tif,2024,5,7.36,2.0,13.28,40.6,14.0,1150,0,1936
Camboriu_2024_06.tif,2024,6,8.28,2.0,14.74,38.95,15.65,1182,0,1936
Camboriu_2024_07.tif,2024,7,8.27,2.0,15.17,34.66,15.86,1265,0,1936
Camboriu_2024_08.tif,2024,8,7.03,2.0,11.97,39.26,13.01,1176,0,1936
Camboriu_2024_09.tif,2024,9,6.69,2.0,14.06,42.92,13.72,1105,1,1936
Camboriu_2024_10.tif,2024,10,6.21,2.0,10.77,51.34,11.59,942,0,1936
Camboriu_2024_11.tif,2024,11,6.55,2.0,10.59,52.38,11.84,922,0,1936
Camboriu_2024_12.tif,2024,12,10.73,3.0,19.02,34.56,20.24,1267,0,1936
BNU_2024_01.tif,2024,1,8.22,3.0,10.82,38.46,13.63,3154,0,5125
BNU_2024_02.tif,2024,2,9.14,4.0,11.58,38.6,14.93,3147,0,5125
BNU_2024_03.tif,2024,3,10.38,4.0,14.4,40.41,17.57,3054,0,5125
BNU_2024_04.tif,2024,4,11.34,4.0,15.52,36.57,19.1,3251,0,5125
BNU_2024_05.tif,2024,5,10.84,4.0,15.03,34.71,18.36,3346,0,5125
BNU_2024_06.tif,2024,6,10.38,4.0,14.33,37.13,17.54,3222,0,5125
BNU_2024_07.tif,2024,7,11.3,4.0,15.74,34.07,19.17,3379,0,5125
BNU_2024_08.tif,2024,8,8.85,3.0,11.63,36.72,14.67,3243,0,5125
BNU_2024_09.tif,2024,9,7.93,3.0,9.62,37.62,12.74,3197,0,5125
BNU_2024_10.tif,2024,10,8.87,4.0,12.46,42.6,15.1,2942,0,5125
BNU_2024_11.tif,2024,11,9.69,4.0,13.33,43.22,16.36,2910,0,5125
BNU_2024_12.tif,2024,12,11.55,5.0,15.92,33.42,19.51,3412,0,5125
